date,modal_price,arrivals_mt,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_lag_60,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_arrival_change,day_of_week,month,quarter
2026-01-06,3744.318181818182,16.182760942760943,3822.314621993127,3985.0021367521367,3943.183274021352,3920.2497413793103,3521.0520547945207,2292.860681114551,3892.968179423199,3946.4788172205986,92.44381552533753,0.0962132916407501,1,1,1
2026-01-07,3650.5861663947794,16.586884176182707,3744.318181818182,3872.7277628032343,4001.857407407407,3938.5250463821894,3410.520720720721,2358.924247104247,3842.786573564252,3925.9117543643547,115.8590922025032,-0.29601194557473276,2,1,1
2026-01-08,3585.604492254733,16.25881239242685,3650.5861663947794,3822.314621993127,3949.0470162748643,3958.4813084112147,3320.1162361623615,2379.837090909091,3790.866212989948,3899.2776960674637,139.35640748479474,0.09045302760139395,3,1,1
2026-01-09,3412.084403669725,15.478550458715596,3585.604492254733,3744.318181818182,3875.5101289134436,3934.48,3292.175221238938,2379.0446238938052,3724.6625379551306,3861.963724901015,192.41960671695125,-0.4446333062583707,4,1,1
2026-01-10,3339.492105263158,17.892473684210525,3412.084403669725,3650.5861663947794,3985.0021367521367,4190.743467933492,3160.483455882353,2483.72482,3632.4468191709907,3801.160056138848,201.3310765368176,0.589844215130972,5,1,1
2026-01-11,3292.622691292876,17.470422163588392,3339.492105263158,3585.604492254733,3872.7277628032343,4054.903631284916,3266.93156424581,2629.9156626506024,3549.574666098083,3746.7114175679885,205.29497639883377,0.23382915161698126,6,1,1
2026-01-12,3274.077328646749,15.39652021089631,3292.622691292876,3412.084403669725,3822.314621993127,3979.6094570928194,3405.6344086021504,2820.533864541833,3471.2550527628855,3696.316265536126,187.7276975559308,-0.25350391603797695,0,1,1
2026-01-13,3210.5979964850617,16.028418277680142,3274.077328646749,3339.492105263158,3744.318181818182,3943.183274021352,3563.1369863013697,2987.1384836065577,3395.009312001012,3643.9887457121054,165.3959230783156,-0.009537474206454455,1,1,1
2026-01-14,3197.094537815126,14.913634453781514,3210.5979964850617,3292.622691292876,3650.5861663947794,4001.857407407407,3635.3147826086956,3141.921113689095,3330.2247936324898,3586.505683598371,134.5401803818692,-0.10087788065728653,2,1,1
2026-01-15,3190.0632911392404,14.264050632911392,3197.094537815126,3274.077328646749,3585.604492254733,3949.0470162748643,3734.6774193548385,3420.69375,3273.7189077588478,3532.2925603743975,82.34319559758896,-0.12268803596285993,3,1,1
