date,modal_price,arrivals_mt,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_lag_60,rolling_mean_7,rolling_mean_14,rolling_std_7,weekly_arrival_change,day_of_week,month,quarter
2026-01-06,1489.9622331691298,114.3664039408867,1521.1029401993355,1679.6176470588234,1571.9005235602094,1635.063243697479,1969.2563387978141,2107.9310793650793,1568.100035640415,1614.2236512924667,73.40056128782439,-0.4049421344722841,1,1,1
2026-01-07,1575.9594928684626,131.6662440570523,1489.9622331691298,1658.6795865633076,1562.8516788321167,1686.4294385964913,1798.8312173913043,2281.854474708171,1569.97258050275,1606.3329408833217,73.41155135388902,-0.17969275165762977,2,1,1
2026-01-08,1523.9802955665025,142.5197208538588,1575.9594928684626,1521.1029401993355,1551.887304964539,1636.435064935065,1752.0088986013986,2123.845864661654,1565.9858648744591,1598.300457356996,75.29109177603728,0.5352219959894624,3,1,1
2026-01-09,1544.8447971781304,95.16171075837742,1523.9802955665025,1489.9622331691298,1512.598858695652,1581.8092321116928,1801.008920265781,2026.9099777777778,1570.5924275148132,1595.6601405760273,72.41169378865808,-0.34546145565499264,4,1,1
2026-01-10,1717.370767263427,141.9664705882353,1544.8447971781304,1575.9594928684626,1679.6176470588234,1743.723986013986,1720.464220665499,2036.2451717171716,1575.9857304011853,1593.77776780813,82.57772994238545,0.041611889437161986,5,1,1
2026-01-11,1722.3859154929578,186.4630704225352,1717.370767263427,1523.9802955665025,1658.6795865633076,1807.8774509803923,1773.4569565217391,2011.691753371869,1585.0866345339923,1587.6712295590276,95.68127999625203,0.019969040352148193,6,1,1
2026-01-12,1519.0949913644215,100.53666666666668,1722.3859154929578,1544.8447971781304,1521.1029401993355,1594.2551724137932,1990.863796791444,2014.0945945945946,1584.799784700433,1582.3026451983583,95.90781328794085,-0.31178350193516,0,1,1
2026-01-13,1527.6949742710121,92.15677530017153,1519.0949913644215,1717.370767263427,1489.9622331691298,1571.9005235602094,1886.9417567567566,2008.3488336520074,1590.1901762864163,1579.1451059634157,90.60284749169776,-0.1941971407284503,1,1,1
2026-01-14,1570.1196078431371,97.38090196078431,1527.6949742710121,1722.3859154929578,1575.9594928684626,1562.8516788321167,1737.3638590604028,2094.5515695067265,1589.355906997084,1579.6642437499172,90.78243146114737,-0.2603958390535679,2,1,1
2026-01-15,1569.1194969818914,167.8103420523139,1570.1196078431371,1519.0949913644215,1523.9802955665025,1551.887304964539,1710.5728547297297,2175.130177514793,1595.8043643421395,1580.8951146082993,86.88417834244548,0.1774534853628318,3,1,1
2026-01-16,1505.6117424242425,80.75556818181819,1569.1194969818914,1527.6949742710121,1544.8447971781304,1512.598858695652,1710.153367346939,2070.875838509317,1590.1996422344414,1580.3960348746273,91.84325766489434,-0.1513859141639171,4,1,1
2026-01-17,1555.6334848484848,74.76532467532468,1505.6117424242425,1570.1196078431371,1717.370767263427,1679.6176470588234,1717.8795681063123,1998.8526459854015,1567.0943161751638,1571.5400232881746,72.91140219489525,-0.4733592772607784,5,1,1
2026-01-18,1819.6990294117647,146.9130882352941,1555.6334848484848,1569.1194969818914,1722.3859154929578,1658.6795865633076,1719.1486371681415,2029.6308272058823,1580.9961895921363,1583.0414120630644,108.19524108397081,-0.21210624762114416,6,1,1
2026-01-19,1570.6676315789475,72.84554511278196,1819.6990294117647,1505.6117424242425,1519.0949913644215,1521.1029401993355,1725.9249011857708,2023.7565129151292,1588.363709622783,1586.581747161608,104.98588751835703,-0.27543305812689944,0,1,1
2026-01-20,1554.5634311926603,86.01207339449542,1570.6676315789475,1555.6334848484848,1527.6949742710121,1489.9622331691298,1757.2853333333333,1979.2524282982793,1592.2020606115898,1591.1961184490028,102.86791877020458,-0.06667661586097917,1,1,1
2026-01-21,1551.5649913344887,85.69048526863084,1554.5634311926603,1819.6990294117647,1570.1196078431371,1575.9594928684626,1635.6803517587941,2037.409867549669,1589.5514011103544,1589.4536540537192,103.76689178257593,-0.12004835092676858,2,1,1
2026-01-22,1640.4751992409867,72.90013282732448,1551.5649913344887,1570.6676315789475,1569.1194969818914,1523.9802955665025,1635.063243697479,2080.3484139784946,1599.7450728616536,1597.7747186018967,104.92362371794003,-0.5655802143314963,3,1,1
2026-01-23,1585.4957021276596,80.10631914893617,1640.4751992409867,1554.5634311926603,1505.6117424242425,1544.8447971781304,1686.4294385964913,2040.6422182468693,1611.157067104999,1600.6783546697202,97.02587821764222,-0.008039681318571912,4,1,1
2026-01-24,1655.4971818181818,57.08136363636363,1585.4957021276596,1551.5649913344887,1555.6334848484848,1717.370767263427,1636.435064935065,2030.712509090909,1625.4233095292414,1596.2588128522025,94.81791685405973,-0.23652623881131096,5,1,1
